Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;91;FP1;0;-5697;c;S2 match;0;co2c0000338;0
6;91;FP1;1;-5697;c;S2 match;0;co2c0000338;390625
7;91;FP1;2;-472;c;S2 match;0;co2c0000338;78125
8;91;FP1;3;-4232;c;S2 match;0;co2c0000338;1171875
9;91;FP1;4;-6673;c;S2 match;0;co2c0000338;15625
10;91;FP1;5;-10579;c;S2 match;0;co2c0000338;1953125
11;91;FP1;6;-14974;c;S2 match;0;co2c0000338;234375
12;91;FP1;7;-17904;c;S2 match;0;co2c0000338;2734375
13;91;FP1;8;-17904;c;S2 match;0;co2c0000338;3125
14;91;FP1;9;-16927;c;S2 match;0;co2c0000338;3515625
15;91;FP1;10;-15462;c;S2 match;0;co2c0000338;390625
16;91;FP1;11;-14486;c;S2 match;0;co2c0000338;4296875
17;91;FP1;12;-13509;c;S2 match;0;co2c0000338;46875
18;91;FP1;13;-12533;c;S2 match;0;co2c0000338;5078125
19;91;FP1;14;-10091;c;S2 match;0;co2c0000338;546875
20;91;FP1;15;-765;c;S2 match;0;co2c0000338;5859375
21;91;FP1;16;-5697;c;S2 match;0;co2c0000338;625
22;91;FP1;17;-472;c;S2 match;0;co2c0000338;6640625
23;91;FP1;18;-4232;c;S2 match;0;co2c0000338;703125
24;91;FP1;19;-3743;c;S2 match;0;co2c0000338;7421875
25;91;FP1;20;-3255;c;S2 match;0;co2c0000338;78125
26;91;FP1;21;-2767;c;S2 match;0;co2c0000338;8203125
27;91;FP1;22;-1302;c;S2 match;0;co2c0000338;859375
28;91;FP1;23;-814;c;S2 match;0;co2c0000338;8984375
29;91;FP1;24;163;c;S2 match;0;co2c0000338;9375
30;91;FP1;25;-326;c;S2 match;0;co2c0000338;9765625
31;91;FP1;26;-179;c;S2 match;0;co2c0000338;1015625
32;91;FP1;27;-3743;c;S2 match;0;co2c0000338;10546875
33;91;FP1;28;-7161;c;S2 match;0;co2c0000338;109375
34;91;FP1;29;-9603;c;S2 match;0;co2c0000338;11328125
35;91;FP1;30;-10091;c;S2 match;0;co2c0000338;1171875
36;91;FP1;31;-10091;c;S2 match;0;co2c0000338;12109375
37;91;FP1;32;-11068;c;S2 match;0;co2c0000338;125
38;91;FP1;33;-13021;c;S2 match;0;co2c0000338;12890625
39;91;FP1;34;-15462;c;S2 match;0;co2c0000338;1328125
40;91;FP1;35;-17904;c;S2 match;0;co2c0000338;13671875
41;91;FP1;36;-1888;c;S2 match;0;co2c0000338;140625
42;91;FP1;37;-17904;c;S2 match;0;co2c0000338;14453125
43;91;FP1;38;-15951;c;S2 match;0;co2c0000338;1484375
44;91;FP1;39;-13509;c;S2 match;0;co2c0000338;15234375
45;91;FP1;40;-11556;c;S2 match;0;co2c0000338;15625
46;91;FP1;41;-10579;c;S2 match;0;co2c0000338;16015625
47;91;FP1;42;-10091;c;S2 match;0;co2c0000338;1640625
48;91;FP1;43;-8626;c;S2 match;0;co2c0000338;16796875
49;91;FP1;44;-7161;c;S2 match;0;co2c0000338;171875
50;91;FP1;45;-472;c;S2 match;0;co2c0000338;17578125
51;91;FP1;46;-179;c;S2 match;0;co2c0000338;1796875
52;91;FP1;47;163;c;S2 match;0;co2c0000338;18359375
53;91;FP1;48;651;c;S2 match;0;co2c0000338;1875
54;91;FP1;49;163;c;S2 match;0;co2c0000338;19140625
55;91;FP1;50;-814;c;S2 match;0;co2c0000338;1953125
56;91;FP1;51;-2279;c;S2 match;0;co2c0000338;19921875
57;91;FP1;52;-3743;c;S2 match;0;co2c0000338;203125
58;91;FP1;53;-5697;c;S2 match;0;co2c0000338;20703125
59;91;FP1;54;-9115;c;S2 match;0;co2c0000338;2109375
60;91;FP1;55;-13021;c;S2 match;0;co2c0000338;21484375
61;91;FP1;56;-16439;c;S2 match;0;co2c0000338;21875
62;91;FP1;57;-18392;c;S2 match;0;co2c0000338;22265625
63;91;FP1;58;-17904;c;S2 match;0;co2c0000338;2265625
64;91;FP1;59;-15951;c;S2 match;0;co2c0000338;23046875
65;91;FP1;60;-14486;c;S2 match;0;co2c0000338;234375
66;91;FP1;61;-14974;c;S2 match;0;co2c0000338;23828125
67;91;FP1;62;-15951;c;S2 match;0;co2c0000338;2421875
68;91;FP1;63;-17415;c;S2 match;0;co2c0000338;24609375
69;91;FP1;64;-18392;c;S2 match;0;co2c0000338;25
70;91;FP1;65;-17904;c;S2 match;0;co2c0000338;25390625
71;91;FP1;66;-16439;c;S2 match;0;co2c0000338;2578125
72;91;FP1;67;-13997;c;S2 match;0;co2c0000338;26171875
73;91;FP1;68;-11068;c;S2 match;0;co2c0000338;265625
74;91;FP1;69;-8138;c;S2 match;0;co2c0000338;26953125
75;91;FP1;70;-5697;c;S2 match;0;co2c0000338;2734375
76;91;FP1;71;-3743;c;S2 match;0;co2c0000338;27734375
77;91;FP1;72;-2279;c;S2 match;0;co2c0000338;28125
78;91;FP1;73;-1302;c;S2 match;0;co2c0000338;28515625
79;91;FP1;74;-326;c;S2 match;0;co2c0000338;2890625
80;91;FP1;75;651;c;S2 match;0;co2c0000338;29296875
81;91;FP1;76;3092;c;S2 match;0;co2c0000338;296875
82;91;FP1;77;4069;c;S2 match;0;co2c0000338;30078125
83;91;FP1;78;4069;c;S2 match;0;co2c0000338;3046875
84;91;FP1;79;1139;c;S2 match;0;co2c0000338;30859375
85;91;FP1;80;-3255;c;S2 match;0;co2c0000338;3125
86;91;FP1;81;-765;c;S2 match;0;co2c0000338;31640625
87;91;FP1;82;-10579;c;S2 match;0;co2c0000338;3203125
88;91;FP1;83;-11556;c;S2 match;0;co2c0000338;32421875
89;91;FP1;84;-11068;c;S2 match;0;co2c0000338;328125
90;91;FP1;85;-10091;c;S2 match;0;co2c0000338;33203125
91;91;FP1;86;-11068;c;S2 match;0;co2c0000338;3359375
92;91;FP1;87;-11556;c;S2 match;0;co2c0000338;33984375
93;91;FP1;88;-12533;c;S2 match;0;co2c0000338;34375
94;91;FP1;89;-12044;c;S2 match;0;co2c0000338;34765625
95;91;FP1;90;-10579;c;S2 match;0;co2c0000338;3515625
96;91;FP1;91;-765;c;S2 match;0;co2c0000338;35546875
97;91;FP1;92;-4232;c;S2 match;0;co2c0000338;359375
98;91;FP1;93;-179;c;S2 match;0;co2c0000338;36328125
99;91;FP1;94;651;c;S2 match;0;co2c0000338;3671875
100;91;FP1;95;2116;c;S2 match;0;co2c0000338;37109375
101;91;FP1;96;2604;c;S2 match;0;co2c0000338;375
102;91;FP1;97;3581;c;S2 match;0;co2c0000338;37890625
103;91;FP1;98;5046;c;S2 match;0;co2c0000338;3828125
104;91;FP1;99;7975;c;S2 match;0;co2c0000338;38671875
105;91;FP1;100;12858;c;S2 match;0;co2c0000338;390625
106;91;FP1;101;18717;c;S2 match;0;co2c0000338;39453125
107;91;FP1;102;24577;c;S2 match;0;co2c0000338;3984375
108;91;FP1;103;2946;c;S2 match;0;co2c0000338;40234375
109;91;FP1;104;31413;c;S2 match;0;co2c0000338;40625
110;91;FP1;105;31413;c;S2 match;0;co2c0000338;41015625
111;91;FP1;106;30436;c;S2 match;0;co2c0000338;4140625
112;91;FP1;107;28971;c;S2 match;0;co2c0000338;41796875
113;91;FP1;108;27507;c;S2 match;0;co2c0000338;421875
114;91;FP1;109;26042;c;S2 match;0;co2c0000338;42578125
115;91;FP1;110;236;c;S2 match;0;co2c0000338;4296875
116;91;FP1;111;21159;c;S2 match;0;co2c0000338;43359375
117;91;FP1;112;20182;c;S2 match;0;co2c0000338;4375
118;91;FP1;113;20182;c;S2 match;0;co2c0000338;44140625
119;91;FP1;114;22135;c;S2 match;0;co2c0000338;4453125
120;91;FP1;115;24089;c;S2 match;0;co2c0000338;44921875
121;91;FP1;116;24577;c;S2 match;0;co2c0000338;453125
122;91;FP1;117;236;c;S2 match;0;co2c0000338;45703125
123;91;FP1;118;23112;c;S2 match;0;co2c0000338;4609375
124;91;FP1;119;23112;c;S2 match;0;co2c0000338;46484375
125;91;FP1;120;24577;c;S2 match;0;co2c0000338;46875
126;91;FP1;121;27018;c;S2 match;0;co2c0000338;47265625
127;91;FP1;122;27995;c;S2 match;0;co2c0000338;4765625
128;91;FP1;123;27995;c;S2 match;0;co2c0000338;48046875
129;91;FP1;124;27018;c;S2 match;0;co2c0000338;484375
130;91;FP1;125;2653;c;S2 match;0;co2c0000338;48828125
131;91;FP1;126;27018;c;S2 match;0;co2c0000338;4921875
132;91;FP1;127;28971;c;S2 match;0;co2c0000338;49609375
133;91;FP1;128;29948;c;S2 match;0;co2c0000338;5
134;91;FP1;129;29948;c;S2 match;0;co2c0000338;50390625
135;91;FP1;130;28483;c;S2 match;0;co2c0000338;5078125
136;91;FP1;131;26042;c;S2 match;0;co2c0000338;51171875
137;91;FP1;132;23112;c;S2 match;0;co2c0000338;515625
138;91;FP1;133;20671;c;S2 match;0;co2c0000338;51953125
139;91;FP1;134;19206;c;S2 match;0;co2c0000338;5234375
140;91;FP1;135;18229;c;S2 match;0;co2c0000338;52734375
141;91;FP1;136;18229;c;S2 match;0;co2c0000338;53125
