Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;77;FP1;0;-83018;a;S2 match;0;co2a0000371;0
6;77;FP1;1;-8311;a;S2 match;0;co2a0000371;390625
7;77;FP1;2;9374;a;S2 match;0;co2a0000371;78125
8;77;FP1;3;87392;a;S2 match;0;co2a0000371;1171875
9;77;FP1;4;-24913;a;S2 match;0;co2a0000371;15625
10;77;FP1;5;-106455;a;S2 match;0;co2a0000371;1953125
11;77;FP1;6;-62998;a;S2 match;0;co2a0000371;234375
12;77;FP1;7;37099;a;S2 match;0;co2a0000371;2734375
13;77;FP1;8;57607;a;S2 match;0;co2a0000371;3125
14;77;FP1;9;-2833;a;S2 match;0;co2a0000371;3515625
15;77;FP1;10;-103038;a;S2 match;0;co2a0000371;390625
16;77;FP1;11;-55674;a;S2 match;0;co2a0000371;4296875
17;77;FP1;12;69326;a;S2 match;0;co2a0000371;46875
18;77;FP1;13;123525;a;S2 match;0;co2a0000371;5078125
19;77;FP1;14;43935;a;S2 match;0;co2a0000371;546875
20;77;FP1;15;-66905;a;S2 match;0;co2a0000371;5859375
21;77;FP1;16;-71788;a;S2 match;0;co2a0000371;625
22;77;FP1;17;29287;a;S2 match;0;co2a0000371;6640625
23;77;FP1;18;102041;a;S2 match;0;co2a0000371;703125
24;77;FP1;19;47353;a;S2 match;0;co2a0000371;7421875
25;77;FP1;20;-68858;a;S2 match;0;co2a0000371;78125
26;77;FP1;21;-103038;a;S2 match;0;co2a0000371;8203125
27;77;FP1;22;-21495;a;S2 match;0;co2a0000371;859375
28;77;FP1;23;62002;a;S2 match;0;co2a0000371;8984375
29;77;FP1;24;34658;a;S2 match;0;co2a0000371;9375
30;77;FP1;25;-66905;a;S2 match;0;co2a0000371;9765625
31;77;FP1;26;-103038;a;S2 match;0;co2a0000371;1015625
32;77;FP1;27;-11241;a;S2 match;0;co2a0000371;10546875
33;77;FP1;28;105947;a;S2 match;0;co2a0000371;109375
34;77;FP1;29;109365;a;S2 match;0;co2a0000371;11328125
35;77;FP1;30;-1;a;S2 match;0;co2a0000371;1171875
36;77;FP1;31;-83018;a;S2 match;0;co2a0000371;12109375
37;77;FP1;32;-37608;a;S2 match;0;co2a0000371;125
38;77;FP1;33;7372;a;S2 match;0;co2a0000371;12890625
39;77;FP1;34;103017;a;S2 match;0;co2a0000371;1328125
40;77;FP1;35;7802;a;S2 match;0;co2a0000371;13671875
41;77;FP1;36;-96202;a;S2 match;0;co2a0000371;140625
42;77;FP1;37;-85948;a;S2 match;0;co2a0000371;14453125
43;77;FP1;38;13173;a;S2 match;0;co2a0000371;1484375
44;77;FP1;39;64443;a;S2 match;0;co2a0000371;15234375
45;77;FP1;40;-498;a;S2 match;0;co2a0000371;15625
46;77;FP1;41;-93272;a;S2 match;0;co2a0000371;16015625
47;77;FP1;42;-80088;a;S2 match;0;co2a0000371;1640625
48;77;FP1;43;37587;a;S2 match;0;co2a0000371;16796875
49;77;FP1;44;122548;a;S2 match;0;co2a0000371;171875
50;77;FP1;45;74697;a;S2 match;0;co2a0000371;17578125
51;77;FP1;46;-42002;a;S2 match;0;co2a0000371;1796875
52;77;FP1;47;-80577;a;S2 match;0;co2a0000371;18359375
53;77;FP1;48;4873;a;S2 match;0;co2a0000371;1875
54;77;FP1;49;100087;a;S2 match;0;co2a0000371;19140625
55;77;FP1;50;78115;a;S2 match;0;co2a0000371;1953125
56;77;FP1;51;-38584;a;S2 match;0;co2a0000371;19921875
57;77;FP1;52;-10792;a;S2 match;0;co2a0000371;203125
58;77;FP1;53;-52745;a;S2 match;0;co2a0000371;20703125
59;77;FP1;54;44912;a;S2 match;0;co2a0000371;2109375
60;77;FP1;55;52724;a;S2 match;0;co2a0000371;21484375
61;77;FP1;56;-39073;a;S2 match;0;co2a0000371;21875
62;77;FP1;57;-104502;a;S2 match;0;co2a0000371;22265625
63;77;FP1;58;-42979;a;S2 match;0;co2a0000371;2265625
64;77;FP1;59;81045;a;S2 match;0;co2a0000371;23046875
65;77;FP1;60;120595;a;S2 match;0;co2a0000371;234375
66;77;FP1;61;31728;a;S2 match;0;co2a0000371;23828125
67;77;FP1;62;-71788;a;S2 match;0;co2a0000371;2421875
68;77;FP1;63;-60069;a;S2 match;0;co2a0000371;24609375
69;77;FP1;64;47841;a;S2 match;0;co2a0000371;25
70;77;FP1;65;108877;a;S2 match;0;co2a0000371;25390625
71;77;FP1;66;39541;a;S2 match;0;co2a0000371;2578125
72;77;FP1;67;-77159;a;S2 match;0;co2a0000371;26171875
73;77;FP1;68;-101084;a;S2 match;0;co2a0000371;265625
74;77;FP1;69;-1417;a;S2 match;0;co2a0000371;26953125
75;77;FP1;70;6249;a;S2 match;0;co2a0000371;2734375
76;77;FP1;71;24404;a;S2 match;0;co2a0000371;27734375
77;77;FP1;72;-76182;a;S2 match;0;co2a0000371;28125
78;77;FP1;73;-9962;a;S2 match;0;co2a0000371;28515625
79;77;FP1;74;-294;a;S2 match;0;co2a0000371;2890625
80;77;FP1;75;99599;a;S2 match;0;co2a0000371;29296875
81;77;FP1;76;82509;a;S2 match;0;co2a0000371;296875
82;77;FP1;77;-31748;a;S2 match;0;co2a0000371;30078125
83;77;FP1;78;-97666;a;S2 match;0;co2a0000371;3046875
84;77;FP1;79;-2833;a;S2 match;0;co2a0000371;30859375
