Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;38;FP1;0;-824;c;S1 obj;0;co2c0000339;0
6;38;FP1;1;-7263;c;S1 obj;0;co2c0000339;390625
7;38;FP1;2;-531;c;S1 obj;0;co2c0000339;78125
8;38;FP1;3;-3357;c;S1 obj;0;co2c0000339;1171875
9;38;FP1;4;-1404;c;S1 obj;0;co2c0000339;15625
10;38;FP1;5;61;c;S1 obj;0;co2c0000339;1953125
11;38;FP1;6;549;c;S1 obj;0;co2c0000339;234375
12;38;FP1;7;549;c;S1 obj;0;co2c0000339;2734375
13;38;FP1;8;-427;c;S1 obj;0;co2c0000339;3125
14;38;FP1;9;-1404;c;S1 obj;0;co2c0000339;3515625
15;38;FP1;10;-238;c;S1 obj;0;co2c0000339;390625
16;38;FP1;11;-3357;c;S1 obj;0;co2c0000339;4296875
17;38;FP1;12;-3845;c;S1 obj;0;co2c0000339;46875
18;38;FP1;13;-3845;c;S1 obj;0;co2c0000339;5078125
19;38;FP1;14;-238;c;S1 obj;0;co2c0000339;546875
20;38;FP1;15;-916;c;S1 obj;0;co2c0000339;5859375
21;38;FP1;16;61;c;S1 obj;0;co2c0000339;625
22;38;FP1;17;61;c;S1 obj;0;co2c0000339;6640625
23;38;FP1;18;-916;c;S1 obj;0;co2c0000339;703125
24;38;FP1;19;-2869;c;S1 obj;0;co2c0000339;7421875
25;38;FP1;20;-3357;c;S1 obj;0;co2c0000339;78125
26;38;FP1;21;-2869;c;S1 obj;0;co2c0000339;8203125
27;38;FP1;22;-916;c;S1 obj;0;co2c0000339;859375
28;38;FP1;23;1526;c;S1 obj;0;co2c0000339;8984375
29;38;FP1;24;3967;c;S1 obj;0;co2c0000339;9375
30;38;FP1;25;4944;c;S1 obj;0;co2c0000339;9765625
31;38;FP1;26;4456;c;S1 obj;0;co2c0000339;1015625
32;38;FP1;27;3479;c;S1 obj;0;co2c0000339;10546875
33;38;FP1;28;2502;c;S1 obj;0;co2c0000339;109375
34;38;FP1;29;2014;c;S1 obj;0;co2c0000339;11328125
35;38;FP1;30;2502;c;S1 obj;0;co2c0000339;1171875
36;38;FP1;31;3479;c;S1 obj;0;co2c0000339;12109375
37;38;FP1;32;4456;c;S1 obj;0;co2c0000339;125
38;38;FP1;33;5432;c;S1 obj;0;co2c0000339;12890625
39;38;FP1;34;592;c;S1 obj;0;co2c0000339;1328125
40;38;FP1;35;592;c;S1 obj;0;co2c0000339;13671875
41;38;FP1;36;4456;c;S1 obj;0;co2c0000339;140625
42;38;FP1;37;2502;c;S1 obj;0;co2c0000339;14453125
43;38;FP1;38;1038;c;S1 obj;0;co2c0000339;1484375
44;38;FP1;39;61;c;S1 obj;0;co2c0000339;15234375
45;38;FP1;40;-427;c;S1 obj;0;co2c0000339;15625
46;38;FP1;41;-916;c;S1 obj;0;co2c0000339;16015625
47;38;FP1;42;-238;c;S1 obj;0;co2c0000339;1640625
48;38;FP1;43;-3845;c;S1 obj;0;co2c0000339;16796875
49;38;FP1;44;-3845;c;S1 obj;0;co2c0000339;171875
50;38;FP1;45;-238;c;S1 obj;0;co2c0000339;17578125
51;38;FP1;46;61;c;S1 obj;0;co2c0000339;1796875
52;38;FP1;47;3479;c;S1 obj;0;co2c0000339;18359375
53;38;FP1;48;592;c;S1 obj;0;co2c0000339;1875
54;38;FP1;49;6897;c;S1 obj;0;co2c0000339;19140625
55;38;FP1;50;6897;c;S1 obj;0;co2c0000339;1953125
56;38;FP1;51;7385;c;S1 obj;0;co2c0000339;19921875
