Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;48;FP1;0;-3103;c;S1 obj;0;co2c0000339;0
6;48;FP1;1;-4079;c;S1 obj;0;co2c0000339;390625
7;48;FP1;2;-6032;c;S1 obj;0;co2c0000339;78125
8;48;FP1;3;-7009;c;S1 obj;0;co2c0000339;1171875
9;48;FP1;4;-7009;c;S1 obj;0;co2c0000339;15625
10;48;FP1;5;-5056;c;S1 obj;0;co2c0000339;1953125
11;48;FP1;6;-2614;c;S1 obj;0;co2c0000339;234375
12;48;FP1;7;-173;c;S1 obj;0;co2c0000339;2734375
13;48;FP1;8;1292;c;S1 obj;0;co2c0000339;3125
14;48;FP1;9;1292;c;S1 obj;0;co2c0000339;3515625
15;48;FP1;10;804;c;S1 obj;0;co2c0000339;390625
16;48;FP1;11;-173;c;S1 obj;0;co2c0000339;4296875
17;48;FP1;12;-173;c;S1 obj;0;co2c0000339;46875
18;48;FP1;13;315;c;S1 obj;0;co2c0000339;5078125
19;48;FP1;14;315;c;S1 obj;0;co2c0000339;546875
20;48;FP1;15;315;c;S1 obj;0;co2c0000339;5859375
21;48;FP1;16;-173;c;S1 obj;0;co2c0000339;625
22;48;FP1;17;-661;c;S1 obj;0;co2c0000339;6640625
23;48;FP1;18;-1149;c;S1 obj;0;co2c0000339;703125
24;48;FP1;19;-661;c;S1 obj;0;co2c0000339;7421875
25;48;FP1;20;-173;c;S1 obj;0;co2c0000339;78125
26;48;FP1;21;-173;c;S1 obj;0;co2c0000339;8203125
27;48;FP1;22;-1149;c;S1 obj;0;co2c0000339;859375
28;48;FP1;23;-2614;c;S1 obj;0;co2c0000339;8984375
29;48;FP1;24;-4079;c;S1 obj;0;co2c0000339;9375
30;48;FP1;25;-5056;c;S1 obj;0;co2c0000339;9765625
31;48;FP1;26;-5544;c;S1 obj;0;co2c0000339;1015625
32;48;FP1;27;-5544;c;S1 obj;0;co2c0000339;10546875
33;48;FP1;28;-5544;c;S1 obj;0;co2c0000339;109375
34;48;FP1;29;-6521;c;S1 obj;0;co2c0000339;11328125
35;48;FP1;30;-6521;c;S1 obj;0;co2c0000339;1171875
36;48;FP1;31;-7009;c;S1 obj;0;co2c0000339;12109375
37;48;FP1;32;-6521;c;S1 obj;0;co2c0000339;125
38;48;FP1;33;-7009;c;S1 obj;0;co2c0000339;12890625
39;48;FP1;34;-945;c;S1 obj;0;co2c0000339;1328125
40;48;FP1;35;-13845;c;S1 obj;0;co2c0000339;13671875
41;48;FP1;36;-18728;c;S1 obj;0;co2c0000339;140625
42;48;FP1;37;-21657;c;S1 obj;0;co2c0000339;14453125
43;48;FP1;38;-22146;c;S1 obj;0;co2c0000339;1484375
44;48;FP1;39;-18728;c;S1 obj;0;co2c0000339;15234375
45;48;FP1;40;-14821;c;S1 obj;0;co2c0000339;15625
46;48;FP1;41;-1238;c;S1 obj;0;co2c0000339;16015625
47;48;FP1;42;-14333;c;S1 obj;0;co2c0000339;1640625
48;48;FP1;43;-19216;c;S1 obj;0;co2c0000339;16796875
49;48;FP1;44;-25075;c;S1 obj;0;co2c0000339;171875
50;48;FP1;45;-27517;c;S1 obj;0;co2c0000339;17578125
51;48;FP1;46;-26052;c;S1 obj;0;co2c0000339;1796875
52;48;FP1;47;-23122;c;S1 obj;0;co2c0000339;18359375
53;48;FP1;48;-20681;c;S1 obj;0;co2c0000339;1875
54;48;FP1;49;-20681;c;S1 obj;0;co2c0000339;19140625
55;48;FP1;50;-22146;c;S1 obj;0;co2c0000339;1953125
56;48;FP1;51;-22634;c;S1 obj;0;co2c0000339;19921875
57;48;FP1;52;-21169;c;S1 obj;0;co2c0000339;203125
58;48;FP1;53;-18728;c;S1 obj;0;co2c0000339;20703125
59;48;FP1;54;-16774;c;S1 obj;0;co2c0000339;2109375
60;48;FP1;55;-16286;c;S1 obj;0;co2c0000339;21484375
61;48;FP1;56;-16774;c;S1 obj;0;co2c0000339;21875
62;48;FP1;57;-17263;c;S1 obj;0;co2c0000339;22265625
63;48;FP1;58;-16286;c;S1 obj;0;co2c0000339;2265625
64;48;FP1;59;-14333;c;S1 obj;0;co2c0000339;23046875
65;48;FP1;60;-1238;c;S1 obj;0;co2c0000339;234375
66;48;FP1;61;-11403;c;S1 obj;0;co2c0000339;23828125
67;48;FP1;62;-11403;c;S1 obj;0;co2c0000339;2421875
68;48;FP1;63;-11403;c;S1 obj;0;co2c0000339;24609375
69;48;FP1;64;-1238;c;S1 obj;0;co2c0000339;25
70;48;FP1;65;-13357;c;S1 obj;0;co2c0000339;25390625
71;48;FP1;66;-1531;c;S1 obj;0;co2c0000339;2578125
72;48;FP1;67;-17751;c;S1 obj;0;co2c0000339;26171875
73;48;FP1;68;-19216;c;S1 obj;0;co2c0000339;265625
74;48;FP1;69;-20192;c;S1 obj;0;co2c0000339;26953125
75;48;FP1;70;-19704;c;S1 obj;0;co2c0000339;2734375
76;48;FP1;71;-19704;c;S1 obj;0;co2c0000339;27734375
77;48;FP1;72;-19704;c;S1 obj;0;co2c0000339;28125
78;48;FP1;73;-19216;c;S1 obj;0;co2c0000339;28515625
79;48;FP1;74;-18728;c;S1 obj;0;co2c0000339;2890625
80;48;FP1;75;-18239;c;S1 obj;0;co2c0000339;29296875
81;48;FP1;76;-17263;c;S1 obj;0;co2c0000339;296875
82;48;FP1;77;-16774;c;S1 obj;0;co2c0000339;30078125
83;48;FP1;78;-16774;c;S1 obj;0;co2c0000339;3046875
84;48;FP1;79;-17263;c;S1 obj;0;co2c0000339;30859375
85;48;FP1;80;-17751;c;S1 obj;0;co2c0000339;3125
86;48;FP1;81;-17263;c;S1 obj;0;co2c0000339;31640625
87;48;FP1;82;-16286;c;S1 obj;0;co2c0000339;3203125
88;48;FP1;83;-15798;c;S1 obj;0;co2c0000339;32421875
89;48;FP1;84;-1531;c;S1 obj;0;co2c0000339;328125
90;48;FP1;85;-14821;c;S1 obj;0;co2c0000339;33203125
91;48;FP1;86;-14821;c;S1 obj;0;co2c0000339;3359375
92;48;FP1;87;-14821;c;S1 obj;0;co2c0000339;33984375
93;48;FP1;88;-14333;c;S1 obj;0;co2c0000339;34375
94;48;FP1;89;-14333;c;S1 obj;0;co2c0000339;34765625
95;48;FP1;90;-13357;c;S1 obj;0;co2c0000339;3515625
96;48;FP1;91;-1238;c;S1 obj;0;co2c0000339;35546875
97;48;FP1;92;-10427;c;S1 obj;0;co2c0000339;359375
98;48;FP1;93;-945;c;S1 obj;0;co2c0000339;36328125
99;48;FP1;94;-8474;c;S1 obj;0;co2c0000339;3671875
100;48;FP1;95;-8962;c;S1 obj;0;co2c0000339;37109375
101;48;FP1;96;-9939;c;S1 obj;0;co2c0000339;375
102;48;FP1;97;-10915;c;S1 obj;0;co2c0000339;37890625
103;48;FP1;98;-11403;c;S1 obj;0;co2c0000339;3828125
104;48;FP1;99;-11892;c;S1 obj;0;co2c0000339;38671875
105;48;FP1;100;-1238;c;S1 obj;0;co2c0000339;390625
106;48;FP1;101;-1238;c;S1 obj;0;co2c0000339;39453125
107;48;FP1;102;-13357;c;S1 obj;0;co2c0000339;3984375
108;48;FP1;103;-13845;c;S1 obj;0;co2c0000339;40234375
