Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;44;FP1;0;1333;c;S1 obj;0;co2c0000339;0
6;44;FP1;1;2309;c;S1 obj;0;co2c0000339;390625
7;44;FP1;2;1821;c;S1 obj;0;co2c0000339;78125
8;44;FP1;3;1821;c;S1 obj;0;co2c0000339;1171875
9;44;FP1;4;1333;c;S1 obj;0;co2c0000339;15625
10;44;FP1;5;1333;c;S1 obj;0;co2c0000339;1953125
11;44;FP1;6;1333;c;S1 obj;0;co2c0000339;234375
12;44;FP1;7;1821;c;S1 obj;0;co2c0000339;2734375
13;44;FP1;8;2309;c;S1 obj;0;co2c0000339;3125
14;44;FP1;9;2797;c;S1 obj;0;co2c0000339;3515625
15;44;FP1;10;3286;c;S1 obj;0;co2c0000339;390625
16;44;FP1;11;4262;c;S1 obj;0;co2c0000339;4296875
17;44;FP1;12;4751;c;S1 obj;0;co2c0000339;46875
18;44;FP1;13;4751;c;S1 obj;0;co2c0000339;5078125
19;44;FP1;14;4262;c;S1 obj;0;co2c0000339;546875
20;44;FP1;15;3286;c;S1 obj;0;co2c0000339;5859375
21;44;FP1;16;2309;c;S1 obj;0;co2c0000339;625
22;44;FP1;17;2309;c;S1 obj;0;co2c0000339;6640625
23;44;FP1;18;2309;c;S1 obj;0;co2c0000339;703125
24;44;FP1;19;2309;c;S1 obj;0;co2c0000339;7421875
25;44;FP1;20;2309;c;S1 obj;0;co2c0000339;78125
26;44;FP1;21;844;c;S1 obj;0;co2c0000339;8203125
27;44;FP1;22;-621;c;S1 obj;0;co2c0000339;859375
28;44;FP1;23;-3062;c;S1 obj;0;co2c0000339;8984375
29;44;FP1;24;-5015;c;S1 obj;0;co2c0000339;9375
30;44;FP1;25;-5992;c;S1 obj;0;co2c0000339;9765625
31;44;FP1;26;-5503;c;S1 obj;0;co2c0000339;1015625
32;44;FP1;27;-5015;c;S1 obj;0;co2c0000339;10546875
33;44;FP1;28;-4038;c;S1 obj;0;co2c0000339;109375
34;44;FP1;29;-3062;c;S1 obj;0;co2c0000339;11328125
35;44;FP1;30;-2574;c;S1 obj;0;co2c0000339;1171875
36;44;FP1;31;-2574;c;S1 obj;0;co2c0000339;12109375
37;44;FP1;32;-2574;c;S1 obj;0;co2c0000339;125
38;44;FP1;33;-355;c;S1 obj;0;co2c0000339;12890625
39;44;FP1;34;-4527;c;S1 obj;0;co2c0000339;1328125
40;44;FP1;35;-5503;c;S1 obj;0;co2c0000339;13671875
41;44;FP1;36;-5992;c;S1 obj;0;co2c0000339;140625
42;44;FP1;37;-5503;c;S1 obj;0;co2c0000339;14453125
43;44;FP1;38;-5015;c;S1 obj;0;co2c0000339;1484375
44;44;FP1;39;-355;c;S1 obj;0;co2c0000339;15234375
45;44;FP1;40;-2574;c;S1 obj;0;co2c0000339;15625
46;44;FP1;41;-2085;c;S1 obj;0;co2c0000339;16015625
47;44;FP1;42;-1597;c;S1 obj;0;co2c0000339;1640625
48;44;FP1;43;-621;c;S1 obj;0;co2c0000339;16796875
49;44;FP1;44;-132;c;S1 obj;0;co2c0000339;171875
50;44;FP1;45;-132;c;S1 obj;0;co2c0000339;17578125
51;44;FP1;46;-132;c;S1 obj;0;co2c0000339;1796875
52;44;FP1;47;-1109;c;S1 obj;0;co2c0000339;18359375
53;44;FP1;48;-3062;c;S1 obj;0;co2c0000339;1875
54;44;FP1;49;-5503;c;S1 obj;0;co2c0000339;19140625
55;44;FP1;50;-7456;c;S1 obj;0;co2c0000339;1953125
56;44;FP1;51;-8433;c;S1 obj;0;co2c0000339;19921875
57;44;FP1;52;-7945;c;S1 obj;0;co2c0000339;203125
58;44;FP1;53;-6968;c;S1 obj;0;co2c0000339;20703125
59;44;FP1;54;-648;c;S1 obj;0;co2c0000339;2109375
60;44;FP1;55;-5992;c;S1 obj;0;co2c0000339;21484375
61;44;FP1;56;-5992;c;S1 obj;0;co2c0000339;21875
62;44;FP1;57;-648;c;S1 obj;0;co2c0000339;22265625
63;44;FP1;58;-7945;c;S1 obj;0;co2c0000339;2265625
64;44;FP1;59;-941;c;S1 obj;0;co2c0000339;23046875
65;44;FP1;60;-11363;c;S1 obj;0;co2c0000339;234375
66;44;FP1;61;-12828;c;S1 obj;0;co2c0000339;23828125
67;44;FP1;62;-14292;c;S1 obj;0;co2c0000339;2421875
68;44;FP1;63;-13804;c;S1 obj;0;co2c0000339;24609375
69;44;FP1;64;-11363;c;S1 obj;0;co2c0000339;25
70;44;FP1;65;-8433;c;S1 obj;0;co2c0000339;25390625
71;44;FP1;66;-5015;c;S1 obj;0;co2c0000339;2578125
72;44;FP1;67;-2574;c;S1 obj;0;co2c0000339;26171875
73;44;FP1;68;-1597;c;S1 obj;0;co2c0000339;265625
74;44;FP1;69;-355;c;S1 obj;0;co2c0000339;26953125
75;44;FP1;70;-5992;c;S1 obj;0;co2c0000339;2734375
76;44;FP1;71;-7945;c;S1 obj;0;co2c0000339;27734375
77;44;FP1;72;-8921;c;S1 obj;0;co2c0000339;28125
78;44;FP1;73;-7945;c;S1 obj;0;co2c0000339;28515625
79;44;FP1;74;-648;c;S1 obj;0;co2c0000339;2890625
80;44;FP1;75;-5503;c;S1 obj;0;co2c0000339;29296875
81;44;FP1;76;-5015;c;S1 obj;0;co2c0000339;296875
82;44;FP1;77;-4527;c;S1 obj;0;co2c0000339;30078125
83;44;FP1;78;-4038;c;S1 obj;0;co2c0000339;3046875
84;44;FP1;79;-355;c;S1 obj;0;co2c0000339;30859375
85;44;FP1;80;-355;c;S1 obj;0;co2c0000339;3125
86;44;FP1;81;-3062;c;S1 obj;0;co2c0000339;31640625
87;44;FP1;82;-2574;c;S1 obj;0;co2c0000339;3203125
88;44;FP1;83;-1597;c;S1 obj;0;co2c0000339;32421875
89;44;FP1;84;-621;c;S1 obj;0;co2c0000339;328125
90;44;FP1;85;844;c;S1 obj;0;co2c0000339;33203125
91;44;FP1;86;2309;c;S1 obj;0;co2c0000339;3359375
92;44;FP1;87;2309;c;S1 obj;0;co2c0000339;33984375
93;44;FP1;88;1821;c;S1 obj;0;co2c0000339;34375
94;44;FP1;89;844;c;S1 obj;0;co2c0000339;34765625
95;44;FP1;90;356;c;S1 obj;0;co2c0000339;3515625
96;44;FP1;91;-621;c;S1 obj;0;co2c0000339;35546875
97;44;FP1;92;-1109;c;S1 obj;0;co2c0000339;359375
98;44;FP1;93;-2574;c;S1 obj;0;co2c0000339;36328125
99;44;FP1;94;-4038;c;S1 obj;0;co2c0000339;3671875
100;44;FP1;95;-5503;c;S1 obj;0;co2c0000339;37109375
101;44;FP1;96;-648;c;S1 obj;0;co2c0000339;375
102;44;FP1;97;-6968;c;S1 obj;0;co2c0000339;37890625
103;44;FP1;98;-6968;c;S1 obj;0;co2c0000339;3828125
104;44;FP1;99;-6968;c;S1 obj;0;co2c0000339;38671875
105;44;FP1;100;-7456;c;S1 obj;0;co2c0000339;390625
106;44;FP1;101;-8433;c;S1 obj;0;co2c0000339;39453125
107;44;FP1;102;-8921;c;S1 obj;0;co2c0000339;3984375
108;44;FP1;103;-8433;c;S1 obj;0;co2c0000339;40234375
109;44;FP1;104;-7456;c;S1 obj;0;co2c0000339;40625
110;44;FP1;105;-5992;c;S1 obj;0;co2c0000339;41015625
111;44;FP1;106;-4527;c;S1 obj;0;co2c0000339;4140625
112;44;FP1;107;-4527;c;S1 obj;0;co2c0000339;41796875
113;44;FP1;108;-4527;c;S1 obj;0;co2c0000339;421875
114;44;FP1;109;-4527;c;S1 obj;0;co2c0000339;42578125
115;44;FP1;110;-4527;c;S1 obj;0;co2c0000339;4296875
116;44;FP1;111;-355;c;S1 obj;0;co2c0000339;43359375
117;44;FP1;112;-3062;c;S1 obj;0;co2c0000339;4375
118;44;FP1;113;-3062;c;S1 obj;0;co2c0000339;44140625
119;44;FP1;114;-355;c;S1 obj;0;co2c0000339;4453125
120;44;FP1;115;-4038;c;S1 obj;0;co2c0000339;44921875
121;44;FP1;116;-5015;c;S1 obj;0;co2c0000339;453125
122;44;FP1;117;-5015;c;S1 obj;0;co2c0000339;45703125
123;44;FP1;118;-4038;c;S1 obj;0;co2c0000339;4609375
124;44;FP1;119;-355;c;S1 obj;0;co2c0000339;46484375
125;44;FP1;120;-2085;c;S1 obj;0;co2c0000339;46875
126;44;FP1;121;-621;c;S1 obj;0;co2c0000339;47265625
127;44;FP1;122;1821;c;S1 obj;0;co2c0000339;4765625
128;44;FP1;123;4751;c;S1 obj;0;co2c0000339;48046875
129;44;FP1;124;6704;c;S1 obj;0;co2c0000339;484375
130;44;FP1;125;6704;c;S1 obj;0;co2c0000339;48828125
131;44;FP1;126;5727;c;S1 obj;0;co2c0000339;4921875
132;44;FP1;127;3286;c;S1 obj;0;co2c0000339;49609375
133;44;FP1;128;356;c;S1 obj;0;co2c0000339;5
134;44;FP1;129;-1109;c;S1 obj;0;co2c0000339;50390625
135;44;FP1;130;-1109;c;S1 obj;0;co2c0000339;5078125
136;44;FP1;131;-621;c;S1 obj;0;co2c0000339;51171875
137;44;FP1;132;-132;c;S1 obj;0;co2c0000339;515625
138;44;FP1;133;356;c;S1 obj;0;co2c0000339;51953125
139;44;FP1;134;1333;c;S1 obj;0;co2c0000339;5234375
140;44;FP1;135;1821;c;S1 obj;0;co2c0000339;52734375
141;44;FP1;136;2309;c;S1 obj;0;co2c0000339;53125
142;44;FP1;137;1821;c;S1 obj;0;co2c0000339;53515625
143;44;FP1;138;-132;c;S1 obj;0;co2c0000339;5390625
144;44;FP1;139;-3062;c;S1 obj;0;co2c0000339;54296875
145;44;FP1;140;-5992;c;S1 obj;0;co2c0000339;546875
146;44;FP1;141;-7945;c;S1 obj;0;co2c0000339;55078125
147;44;FP1;142;-8921;c;S1 obj;0;co2c0000339;5546875
148;44;FP1;143;-8921;c;S1 obj;0;co2c0000339;55859375
149;44;FP1;144;-8921;c;S1 obj;0;co2c0000339;5625
150;44;FP1;145;-8433;c;S1 obj;0;co2c0000339;56640625
151;44;FP1;146;-7945;c;S1 obj;0;co2c0000339;5703125
152;44;FP1;147;-6968;c;S1 obj;0;co2c0000339;57421875
153;44;FP1;148;-648;c;S1 obj;0;co2c0000339;578125
154;44;FP1;149;-5503;c;S1 obj;0;co2c0000339;58203125
155;44;FP1;150;-5503;c;S1 obj;0;co2c0000339;5859375
156;44;FP1;151;-6968;c;S1 obj;0;co2c0000339;58984375
157;44;FP1;152;-8433;c;S1 obj;0;co2c0000339;59375
158;44;FP1;153;-941;c;S1 obj;0;co2c0000339;59765625
159;44;FP1;154;-9898;c;S1 obj;0;co2c0000339;6015625
160;44;FP1;155;-8921;c;S1 obj;0;co2c0000339;60546875
161;44;FP1;156;-7456;c;S1 obj;0;co2c0000339;609375
162;44;FP1;157;-5503;c;S1 obj;0;co2c0000339;61328125
163;44;FP1;158;-4038;c;S1 obj;0;co2c0000339;6171875
164;44;FP1;159;-2574;c;S1 obj;0;co2c0000339;62109375
165;44;FP1;160;-2574;c;S1 obj;0;co2c0000339;625
166;44;FP1;161;-4038;c;S1 obj;0;co2c0000339;62890625
167;44;FP1;162;-5992;c;S1 obj;0;co2c0000339;6328125
168;44;FP1;163;-7945;c;S1 obj;0;co2c0000339;63671875
169;44;FP1;164;-9898;c;S1 obj;0;co2c0000339;640625
170;44;FP1;165;-11363;c;S1 obj;0;co2c0000339;64453125
171;44;FP1;166;-12339;c;S1 obj;0;co2c0000339;6484375
172;44;FP1;167;-12339;c;S1 obj;0;co2c0000339;65234375
173;44;FP1;168;-12339;c;S1 obj;0;co2c0000339;65625
174;44;FP1;169;-11363;c;S1 obj;0;co2c0000339;66015625
175;44;FP1;170;-10386;c;S1 obj;0;co2c0000339;6640625
176;44;FP1;171;-941;c;S1 obj;0;co2c0000339;66796875
177;44;FP1;172;-8433;c;S1 obj;0;co2c0000339;671875
178;44;FP1;173;-7945;c;S1 obj;0;co2c0000339;67578125
179;44;FP1;174;-7945;c;S1 obj;0;co2c0000339;6796875
180;44;FP1;175;-8921;c;S1 obj;0;co2c0000339;68359375
181;44;FP1;176;-11363;c;S1 obj;0;co2c0000339;6875
182;44;FP1;177;-14781;c;S1 obj;0;co2c0000339;69140625
183;44;FP1;178;-17222;c;S1 obj;0;co2c0000339;6953125
184;44;FP1;179;-1771;c;S1 obj;0;co2c0000339;69921875
185;44;FP1;180;-14781;c;S1 obj;0;co2c0000339;703125
186;44;FP1;181;-9898;c;S1 obj;0;co2c0000339;70703125
187;44;FP1;182;-5503;c;S1 obj;0;co2c0000339;7109375
188;44;FP1;183;-3062;c;S1 obj;0;co2c0000339;71484375
189;44;FP1;184;-355;c;S1 obj;0;co2c0000339;71875
190;44;FP1;185;-5503;c;S1 obj;0;co2c0000339;72265625
191;44;FP1;186;-7456;c;S1 obj;0;co2c0000339;7265625
192;44;FP1;187;-7945;c;S1 obj;0;co2c0000339;73046875
193;44;FP1;188;-7456;c;S1 obj;0;co2c0000339;734375
194;44;FP1;189;-648;c;S1 obj;0;co2c0000339;73828125
195;44;FP1;190;-6968;c;S1 obj;0;co2c0000339;7421875
196;44;FP1;191;-7456;c;S1 obj;0;co2c0000339;74609375
197;44;FP1;192;-7945;c;S1 obj;0;co2c0000339;75
198;44;FP1;193;-6968;c;S1 obj;0;co2c0000339;75390625
199;44;FP1;194;-5015;c;S1 obj;0;co2c0000339;7578125
200;44;FP1;195;-3062;c;S1 obj;0;co2c0000339;76171875
201;44;FP1;196;-2085;c;S1 obj;0;co2c0000339;765625
202;44;FP1;197;-1597;c;S1 obj;0;co2c0000339;76953125
