Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;71;FP1;0;-24282;a;S2 match;0;co2a0000371;0
6;71;FP1;1;72886;a;S2 match;0;co2a0000371;390625
7;71;FP1;2;66538;a;S2 match;0;co2a0000371;78125
8;71;FP1;3;-41372;a;S2 match;0;co2a0000371;1171875
9;71;FP1;4;-111684;a;S2 match;0;co2a0000371;15625
10;71;FP1;5;-43813;a;S2 match;0;co2a0000371;1953125
11;71;FP1;6;90953;a;S2 match;0;co2a0000371;234375
12;71;FP1;7;136363;a;S2 match;0;co2a0000371;2734375
13;71;FP1;8;38218;a;S2 match;0;co2a0000371;3125
14;71;FP1;9;-86294;a;S2 match;0;co2a0000371;3515625
15;71;FP1;10;-95083;a;S2 match;0;co2a0000371;390625
16;71;FP1;11;2574;a;S2 match;0;co2a0000371;4296875
17;71;FP1;12;68003;a;S2 match;0;co2a0000371;46875
18;71;FP1;13;17222;a;S2 match;0;co2a0000371;5078125
19;71;FP1;14;-7604;a;S2 match;0;co2a0000371;546875
20;71;FP1;15;-80434;a;S2 match;0;co2a0000371;5859375
21;71;FP1;16;18687;a;S2 match;0;co2a0000371;625
22;71;FP1;17;95347;a;S2 match;0;co2a0000371;6640625
23;71;FP1;18;47984;a;S2 match;0;co2a0000371;703125
24;71;FP1;19;-63344;a;S2 match;0;co2a0000371;7421875
25;71;FP1;20;-93129;a;S2 match;0;co2a0000371;78125
26;71;FP1;21;5992;a;S2 match;0;co2a0000371;8203125
27;71;FP1;22;116831;a;S2 match;0;co2a0000371;859375
28;71;FP1;23;105113;a;S2 match;0;co2a0000371;8984375
29;71;FP1;24;-16958;a;S2 match;0;co2a0000371;9375
30;71;FP1;25;-102895;a;S2 match;0;co2a0000371;9765625
31;71;FP1;26;-59438;a;S2 match;0;co2a0000371;1015625
32;71;FP1;27;4066;a;S2 match;0;co2a0000371;10546875
33;71;FP1;28;60679;a;S2 match;0;co2a0000371;109375
34;71;FP1;29;-22817;a;S2 match;0;co2a0000371;11328125
35;71;FP1;30;-91176;a;S2 match;0;co2a0000371;1171875
36;71;FP1;31;-40395;a;S2 match;0;co2a0000371;12109375
37;71;FP1;32;79722;a;S2 match;0;co2a0000371;125
38;71;FP1;33;123667;a;S2 match;0;co2a0000371;12890625
39;71;FP1;34;38218;a;S2 match;0;co2a0000371;1328125
40;71;FP1;35;-72133;a;S2 match;0;co2a0000371;13671875
41;71;FP1;36;-77016;a;S2 match;0;co2a0000371;140625
42;71;FP1;37;14781;a;S2 match;0;co2a0000371;14453125
43;71;FP1;38;74839;a;S2 match;0;co2a0000371;1484375
44;71;FP1;39;20152;a;S2 match;0;co2a0000371;15234375
45;71;FP1;40;-75551;a;S2 match;0;co2a0000371;15625
46;71;FP1;41;-81899;a;S2 match;0;co2a0000371;16015625
47;71;FP1;42;11363;a;S2 match;0;co2a0000371;1640625
48;71;FP1;43;82652;a;S2 match;0;co2a0000371;16796875
49;71;FP1;44;33824;a;S2 match;0;co2a0000371;171875
50;71;FP1;45;-76528;a;S2 match;0;co2a0000371;17578125
51;71;FP1;46;-102407;a;S2 match;0;co2a0000371;1796875
52;71;FP1;47;5015;a;S2 match;0;co2a0000371;18359375
53;71;FP1;48;123179;a;S2 match;0;co2a0000371;1875
54;71;FP1;49;113902;a;S2 match;0;co2a0000371;19140625
55;71;FP1;50;-12563;a;S2 match;0;co2a0000371;1953125
56;71;FP1;51;-105825;a;S2 match;0;co2a0000371;19921875
57;71;FP1;52;-67251;a;S2 match;0;co2a0000371;203125
58;71;FP1;53;36265;a;S2 match;0;co2a0000371;20703125
59;71;FP1;54;63121;a;S2 match;0;co2a0000371;2109375
60;71;FP1;55;-19399;a;S2 match;0;co2a0000371;21484375
61;71;FP1;56;-93129;a;S2 match;0;co2a0000371;21875
