Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;34;FP1;0;6785;a;S1 obj;0;co2a0000364;0
6;34;FP1;1;6785;a;S1 obj;0;co2a0000364;390625
7;34;FP1;2;7273;a;S1 obj;0;co2a0000364;78125
8;34;FP1;3;7273;a;S1 obj;0;co2a0000364;1171875
9;34;FP1;4;6785;a;S1 obj;0;co2a0000364;15625
10;34;FP1;5;4832;a;S1 obj;0;co2a0000364;1953125
11;34;FP1;6;1902;a;S1 obj;0;co2a0000364;234375
12;34;FP1;7;926;a;S1 obj;0;co2a0000364;2734375
13;34;FP1;8;2391;a;S1 obj;0;co2a0000364;3125
14;34;FP1;9;5809;a;S1 obj;0;co2a0000364;3515625
15;34;FP1;10;825;a;S1 obj;0;co2a0000364;390625
16;34;FP1;11;8738;a;S1 obj;0;co2a0000364;4296875
17;34;FP1;12;6785;a;S1 obj;0;co2a0000364;46875
18;34;FP1;13;2879;a;S1 obj;0;co2a0000364;5078125
19;34;FP1;14;-51;a;S1 obj;0;co2a0000364;546875
20;34;FP1;15;-1027;a;S1 obj;0;co2a0000364;5859375
21;34;FP1;16;-539;a;S1 obj;0;co2a0000364;625
22;34;FP1;17;1414;a;S1 obj;0;co2a0000364;6640625
23;34;FP1;18;3855;a;S1 obj;0;co2a0000364;703125
24;34;FP1;19;532;a;S1 obj;0;co2a0000364;7421875
25;34;FP1;20;532;a;S1 obj;0;co2a0000364;78125
26;34;FP1;21;4832;a;S1 obj;0;co2a0000364;8203125
27;34;FP1;22;3855;a;S1 obj;0;co2a0000364;859375
28;34;FP1;23;4344;a;S1 obj;0;co2a0000364;8984375
29;34;FP1;24;5809;a;S1 obj;0;co2a0000364;9375
30;34;FP1;25;825;a;S1 obj;0;co2a0000364;9765625
31;34;FP1;26;9715;a;S1 obj;0;co2a0000364;1015625
32;34;FP1;27;9715;a;S1 obj;0;co2a0000364;10546875
33;34;FP1;28;7762;a;S1 obj;0;co2a0000364;109375
34;34;FP1;29;4344;a;S1 obj;0;co2a0000364;11328125
35;34;FP1;30;1414;a;S1 obj;0;co2a0000364;1171875
36;34;FP1;31;926;a;S1 obj;0;co2a0000364;12109375
37;34;FP1;32;1902;a;S1 obj;0;co2a0000364;125
38;34;FP1;33;3367;a;S1 obj;0;co2a0000364;12890625
39;34;FP1;34;3367;a;S1 obj;0;co2a0000364;1328125
40;34;FP1;35;2879;a;S1 obj;0;co2a0000364;13671875
41;34;FP1;36;2879;a;S1 obj;0;co2a0000364;140625
42;34;FP1;37;2879;a;S1 obj;0;co2a0000364;14453125
43;34;FP1;38;3367;a;S1 obj;0;co2a0000364;1484375
44;34;FP1;39;3855;a;S1 obj;0;co2a0000364;15234375
45;34;FP1;40;3367;a;S1 obj;0;co2a0000364;15625
