Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;44;FP1;0;2004;a;S1 obj;0;co2a0000364;0
6;44;FP1;1;8352;a;S1 obj;0;co2a0000364;390625
7;44;FP1;2;11281;a;S1 obj;0;co2a0000364;78125
8;44;FP1;3;9328;a;S1 obj;0;co2a0000364;1171875
9;44;FP1;4;4445;a;S1 obj;0;co2a0000364;15625
10;44;FP1;5;51;a;S1 obj;0;co2a0000364;1953125
11;44;FP1;6;-2391;a;S1 obj;0;co2a0000364;234375
12;44;FP1;7;-1414;a;S1 obj;0;co2a0000364;2734375
13;44;FP1;8;1516;a;S1 obj;0;co2a0000364;3125
14;44;FP1;9;5422;a;S1 obj;0;co2a0000364;3515625
15;44;FP1;10;7863;a;S1 obj;0;co2a0000364;390625
16;44;FP1;11;7863;a;S1 obj;0;co2a0000364;4296875
17;44;FP1;12;591;a;S1 obj;0;co2a0000364;46875
18;44;FP1;13;3469;a;S1 obj;0;co2a0000364;5078125
19;44;FP1;14;2981;a;S1 obj;0;co2a0000364;546875
20;44;FP1;15;3957;a;S1 obj;0;co2a0000364;5859375
21;44;FP1;16;4934;a;S1 obj;0;co2a0000364;625
22;44;FP1;17;4445;a;S1 obj;0;co2a0000364;6640625
23;44;FP1;18;3469;a;S1 obj;0;co2a0000364;703125
24;44;FP1;19;2981;a;S1 obj;0;co2a0000364;7421875
25;44;FP1;20;4445;a;S1 obj;0;co2a0000364;78125
26;44;FP1;21;6887;a;S1 obj;0;co2a0000364;8203125
27;44;FP1;22;7863;a;S1 obj;0;co2a0000364;859375
28;44;FP1;23;4445;a;S1 obj;0;co2a0000364;8984375
29;44;FP1;24;-1414;a;S1 obj;0;co2a0000364;9375
30;44;FP1;25;-5809;a;S1 obj;0;co2a0000364;9765625
31;44;FP1;26;-6297;a;S1 obj;0;co2a0000364;1015625
32;44;FP1;27;-2391;a;S1 obj;0;co2a0000364;10546875
33;44;FP1;28;2004;a;S1 obj;0;co2a0000364;109375
34;44;FP1;29;2981;a;S1 obj;0;co2a0000364;11328125
35;44;FP1;30;51;a;S1 obj;0;co2a0000364;1171875
36;44;FP1;31;-3367;a;S1 obj;0;co2a0000364;12109375
37;44;FP1;32;-4344;a;S1 obj;0;co2a0000364;125
38;44;FP1;33;-2391;a;S1 obj;0;co2a0000364;12890625
39;44;FP1;34;-437;a;S1 obj;0;co2a0000364;1328125
40;44;FP1;35;-1414;a;S1 obj;0;co2a0000364;13671875
41;44;FP1;36;-6297;a;S1 obj;0;co2a0000364;140625
42;44;FP1;37;-10691;a;S1 obj;0;co2a0000364;14453125
43;44;FP1;38;-1118;a;S1 obj;0;co2a0000364;1484375
44;44;FP1;39;-6297;a;S1 obj;0;co2a0000364;15234375
45;44;FP1;40;539;a;S1 obj;0;co2a0000364;15625
46;44;FP1;41;4445;a;S1 obj;0;co2a0000364;16015625
47;44;FP1;42;4445;a;S1 obj;0;co2a0000364;1640625
48;44;FP1;43;2492;a;S1 obj;0;co2a0000364;16796875
49;44;FP1;44;1516;a;S1 obj;0;co2a0000364;171875
50;44;FP1;45;3469;a;S1 obj;0;co2a0000364;17578125
51;44;FP1;46;6399;a;S1 obj;0;co2a0000364;1796875
52;44;FP1;47;6887;a;S1 obj;0;co2a0000364;18359375
53;44;FP1;48;3469;a;S1 obj;0;co2a0000364;1875
54;44;FP1;49;-1902;a;S1 obj;0;co2a0000364;19140625
55;44;FP1;50;-4344;a;S1 obj;0;co2a0000364;1953125
56;44;FP1;51;-1902;a;S1 obj;0;co2a0000364;19921875
57;44;FP1;52;2981;a;S1 obj;0;co2a0000364;203125
58;44;FP1;53;6399;a;S1 obj;0;co2a0000364;20703125
59;44;FP1;54;6399;a;S1 obj;0;co2a0000364;2109375
60;44;FP1;55;2492;a;S1 obj;0;co2a0000364;21484375
61;44;FP1;56;-437;a;S1 obj;0;co2a0000364;21875
62;44;FP1;57;-437;a;S1 obj;0;co2a0000364;22265625
63;44;FP1;58;2004;a;S1 obj;0;co2a0000364;2265625
64;44;FP1;59;3957;a;S1 obj;0;co2a0000364;23046875
65;44;FP1;60;2981;a;S1 obj;0;co2a0000364;234375
66;44;FP1;61;51;a;S1 obj;0;co2a0000364;23828125
67;44;FP1;62;-1902;a;S1 obj;0;co2a0000364;2421875
68;44;FP1;63;-437;a;S1 obj;0;co2a0000364;24609375
69;44;FP1;64;2981;a;S1 obj;0;co2a0000364;25
70;44;FP1;65;6399;a;S1 obj;0;co2a0000364;25390625
