Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;75;FP1;0;528;c;S2 match;0;co2c0000338;0
6;75;FP1;1;885;c;S2 match;0;co2c0000338;390625
7;75;FP1;2;-3021;c;S2 match;0;co2c0000338;78125
8;75;FP1;3;-5463;c;S2 match;0;co2c0000338;1171875
9;75;FP1;4;-5951;c;S2 match;0;co2c0000338;15625
10;75;FP1;5;-5463;c;S2 match;0;co2c0000338;1953125
11;75;FP1;6;-4974;c;S2 match;0;co2c0000338;234375
12;75;FP1;7;-4974;c;S2 match;0;co2c0000338;2734375
13;75;FP1;8;-5951;c;S2 match;0;co2c0000338;3125
14;75;FP1;9;-7416;c;S2 match;0;co2c0000338;3515625
15;75;FP1;10;-9369;c;S2 match;0;co2c0000338;390625
16;75;FP1;11;-10345;c;S2 match;0;co2c0000338;4296875
17;75;FP1;12;-9857;c;S2 match;0;co2c0000338;46875
18;75;FP1;13;-7416;c;S2 match;0;co2c0000338;5078125
19;75;FP1;14;-4974;c;S2 match;0;co2c0000338;546875
20;75;FP1;15;-351;c;S2 match;0;co2c0000338;5859375
21;75;FP1;16;-2045;c;S2 match;0;co2c0000338;625
22;75;FP1;17;-92;c;S2 match;0;co2c0000338;6640625
23;75;FP1;18;3326;c;S2 match;0;co2c0000338;703125
24;75;FP1;19;7721;c;S2 match;0;co2c0000338;7421875
25;75;FP1;20;10651;c;S2 match;0;co2c0000338;78125
26;75;FP1;21;12604;c;S2 match;0;co2c0000338;8203125
27;75;FP1;22;12115;c;S2 match;0;co2c0000338;859375
28;75;FP1;23;11627;c;S2 match;0;co2c0000338;8984375
29;75;FP1;24;11139;c;S2 match;0;co2c0000338;9375
30;75;FP1;25;10651;c;S2 match;0;co2c0000338;9765625
31;75;FP1;26;9674;c;S2 match;0;co2c0000338;1015625
32;75;FP1;27;7721;c;S2 match;0;co2c0000338;10546875
33;75;FP1;28;4303;c;S2 match;0;co2c0000338;109375
34;75;FP1;29;397;c;S2 match;0;co2c0000338;11328125
35;75;FP1;30;-2045;c;S2 match;0;co2c0000338;1171875
36;75;FP1;31;-351;c;S2 match;0;co2c0000338;12109375
37;75;FP1;32;-351;c;S2 match;0;co2c0000338;125
38;75;FP1;33;-3998;c;S2 match;0;co2c0000338;12890625
39;75;FP1;34;-4974;c;S2 match;0;co2c0000338;1328125
40;75;FP1;35;-7416;c;S2 match;0;co2c0000338;13671875
41;75;FP1;36;-9857;c;S2 match;0;co2c0000338;140625
42;75;FP1;37;-12299;c;S2 match;0;co2c0000338;14453125
43;75;FP1;38;-12787;c;S2 match;0;co2c0000338;1484375
44;75;FP1;39;-11322;c;S2 match;0;co2c0000338;15234375
45;75;FP1;40;-7904;c;S2 match;0;co2c0000338;15625
46;75;FP1;41;-351;c;S2 match;0;co2c0000338;16015625
47;75;FP1;42;1862;c;S2 match;0;co2c0000338;1640625
48;75;FP1;43;528;c;S2 match;0;co2c0000338;16796875
49;75;FP1;44;7721;c;S2 match;0;co2c0000338;171875
50;75;FP1;45;9186;c;S2 match;0;co2c0000338;17578125
51;75;FP1;46;9674;c;S2 match;0;co2c0000338;1796875
52;75;FP1;47;10651;c;S2 match;0;co2c0000338;18359375
53;75;FP1;48;10651;c;S2 match;0;co2c0000338;1875
54;75;FP1;49;10162;c;S2 match;0;co2c0000338;19140625
55;75;FP1;50;7233;c;S2 match;0;co2c0000338;1953125
56;75;FP1;51;3815;c;S2 match;0;co2c0000338;19921875
57;75;FP1;52;397;c;S2 match;0;co2c0000338;203125
58;75;FP1;53;-2533;c;S2 match;0;co2c0000338;20703125
59;75;FP1;54;-3998;c;S2 match;0;co2c0000338;2109375
60;75;FP1;55;-4486;c;S2 match;0;co2c0000338;21484375
61;75;FP1;56;-4974;c;S2 match;0;co2c0000338;21875
62;75;FP1;57;-6439;c;S2 match;0;co2c0000338;22265625
63;75;FP1;58;-8392;c;S2 match;0;co2c0000338;2265625
64;75;FP1;59;-10345;c;S2 match;0;co2c0000338;23046875
65;75;FP1;60;-1181;c;S2 match;0;co2c0000338;234375
66;75;FP1;61;-11322;c;S2 match;0;co2c0000338;23828125
67;75;FP1;62;-8392;c;S2 match;0;co2c0000338;2421875
68;75;FP1;63;-4974;c;S2 match;0;co2c0000338;24609375
69;75;FP1;64;-1068;c;S2 match;0;co2c0000338;25
70;75;FP1;65;397;c;S2 match;0;co2c0000338;25390625
71;75;FP1;66;-92;c;S2 match;0;co2c0000338;2578125
72;75;FP1;67;-1068;c;S2 match;0;co2c0000338;26171875
73;75;FP1;68;-1068;c;S2 match;0;co2c0000338;265625
74;75;FP1;69;1373;c;S2 match;0;co2c0000338;26953125
75;75;FP1;70;4303;c;S2 match;0;co2c0000338;2734375
76;75;FP1;71;5768;c;S2 match;0;co2c0000338;27734375
77;75;FP1;72;4791;c;S2 match;0;co2c0000338;28125
78;75;FP1;73;885;c;S2 match;0;co2c0000338;28515625
79;75;FP1;74;-351;c;S2 match;0;co2c0000338;2890625
80;75;FP1;75;-5951;c;S2 match;0;co2c0000338;29296875
81;75;FP1;76;-5951;c;S2 match;0;co2c0000338;296875
82;75;FP1;77;-4486;c;S2 match;0;co2c0000338;30078125
83;75;FP1;78;-3021;c;S2 match;0;co2c0000338;3046875
84;75;FP1;79;-351;c;S2 match;0;co2c0000338;30859375
85;75;FP1;80;-5463;c;S2 match;0;co2c0000338;3125
86;75;FP1;81;-8881;c;S2 match;0;co2c0000338;31640625
87;75;FP1;82;-1181;c;S2 match;0;co2c0000338;3203125
88;75;FP1;83;-14252;c;S2 match;0;co2c0000338;32421875
89;75;FP1;84;-15228;c;S2 match;0;co2c0000338;328125
