Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;87;FP1;0;-763;c;S2 nomatch,;0;co2c0000338;0
6;87;FP1;1;-174;c;S2 nomatch,;0;co2c0000338;390625
7;87;FP1;2;-3693;c;S2 nomatch,;0;co2c0000338;78125
8;87;FP1;3;-6134;c;S2 nomatch,;0;co2c0000338;1171875
9;87;FP1;4;-6134;c;S2 nomatch,;0;co2c0000338;15625
10;87;FP1;5;-4669;c;S2 nomatch,;0;co2c0000338;1953125
11;87;FP1;6;-174;c;S2 nomatch,;0;co2c0000338;234375
12;87;FP1;7;-275;c;S2 nomatch,;0;co2c0000338;2734375
13;87;FP1;8;-1251;c;S2 nomatch,;0;co2c0000338;3125
14;87;FP1;9;-4181;c;S2 nomatch,;0;co2c0000338;3515625
15;87;FP1;10;-7599;c;S2 nomatch,;0;co2c0000338;390625
16;87;FP1;11;-9064;c;S2 nomatch,;0;co2c0000338;4296875
17;87;FP1;12;-7599;c;S2 nomatch,;0;co2c0000338;46875
18;87;FP1;13;-4181;c;S2 nomatch,;0;co2c0000338;5078125
19;87;FP1;14;-763;c;S2 nomatch,;0;co2c0000338;546875
20;87;FP1;15;2167;c;S2 nomatch,;0;co2c0000338;5859375
21;87;FP1;16;3143;c;S2 nomatch,;0;co2c0000338;625
22;87;FP1;17;3632;c;S2 nomatch,;0;co2c0000338;6640625
23;87;FP1;18;4608;c;S2 nomatch,;0;co2c0000338;703125
24;87;FP1;19;5096;c;S2 nomatch,;0;co2c0000338;7421875
25;87;FP1;20;412;c;S2 nomatch,;0;co2c0000338;78125
26;87;FP1;21;1678;c;S2 nomatch,;0;co2c0000338;8203125
27;87;FP1;22;-2228;c;S2 nomatch,;0;co2c0000338;859375
28;87;FP1;23;-5157;c;S2 nomatch,;0;co2c0000338;8984375
29;87;FP1;24;-6134;c;S2 nomatch,;0;co2c0000338;9375
30;87;FP1;25;-4181;c;S2 nomatch,;0;co2c0000338;9765625
31;87;FP1;26;-2228;c;S2 nomatch,;0;co2c0000338;1015625
32;87;FP1;27;-1251;c;S2 nomatch,;0;co2c0000338;10546875
33;87;FP1;28;-2228;c;S2 nomatch,;0;co2c0000338;109375
34;87;FP1;29;-5646;c;S2 nomatch,;0;co2c0000338;11328125
35;87;FP1;30;-9064;c;S2 nomatch,;0;co2c0000338;1171875
36;87;FP1;31;-11505;c;S2 nomatch,;0;co2c0000338;12109375
37;87;FP1;32;-11505;c;S2 nomatch,;0;co2c0000338;125
38;87;FP1;33;-11017;c;S2 nomatch,;0;co2c0000338;12890625
39;87;FP1;34;-1004;c;S2 nomatch,;0;co2c0000338;1328125
40;87;FP1;35;-9552;c;S2 nomatch,;0;co2c0000338;13671875
41;87;FP1;36;-1004;c;S2 nomatch,;0;co2c0000338;140625
42;87;FP1;37;-1004;c;S2 nomatch,;0;co2c0000338;14453125
43;87;FP1;38;-8575;c;S2 nomatch,;0;co2c0000338;1484375
44;87;FP1;39;-7599;c;S2 nomatch,;0;co2c0000338;15234375
45;87;FP1;40;-6134;c;S2 nomatch,;0;co2c0000338;15625
46;87;FP1;41;-5157;c;S2 nomatch,;0;co2c0000338;16015625
47;87;FP1;42;-5157;c;S2 nomatch,;0;co2c0000338;1640625
48;87;FP1;43;-5157;c;S2 nomatch,;0;co2c0000338;16796875
49;87;FP1;44;-4669;c;S2 nomatch,;0;co2c0000338;171875
50;87;FP1;45;-4669;c;S2 nomatch,;0;co2c0000338;17578125
51;87;FP1;46;-5157;c;S2 nomatch,;0;co2c0000338;1796875
52;87;FP1;47;-6134;c;S2 nomatch,;0;co2c0000338;18359375
53;87;FP1;48;-6622;c;S2 nomatch,;0;co2c0000338;1875
54;87;FP1;49;-7599;c;S2 nomatch,;0;co2c0000338;19140625
55;87;FP1;50;-8575;c;S2 nomatch,;0;co2c0000338;1953125
56;87;FP1;51;-1004;c;S2 nomatch,;0;co2c0000338;19921875
57;87;FP1;52;-12482;c;S2 nomatch,;0;co2c0000338;203125
58;87;FP1;53;-13947;c;S2 nomatch,;0;co2c0000338;20703125
59;87;FP1;54;-13947;c;S2 nomatch,;0;co2c0000338;2109375
60;87;FP1;55;-12482;c;S2 nomatch,;0;co2c0000338;21484375
61;87;FP1;56;-1004;c;S2 nomatch,;0;co2c0000338;21875
62;87;FP1;57;-9064;c;S2 nomatch,;0;co2c0000338;22265625
63;87;FP1;58;-10529;c;S2 nomatch,;0;co2c0000338;2265625
64;87;FP1;59;-14435;c;S2 nomatch,;0;co2c0000338;23046875
65;87;FP1;60;-18829;c;S2 nomatch,;0;co2c0000338;234375
66;87;FP1;61;-21271;c;S2 nomatch,;0;co2c0000338;23828125
67;87;FP1;62;-22247;c;S2 nomatch,;0;co2c0000338;2421875
68;87;FP1;63;-20782;c;S2 nomatch,;0;co2c0000338;24609375
69;87;FP1;64;-19318;c;S2 nomatch,;0;co2c0000338;25
70;87;FP1;65;-18341;c;S2 nomatch,;0;co2c0000338;25390625
71;87;FP1;66;-18341;c;S2 nomatch,;0;co2c0000338;2578125
72;87;FP1;67;-19318;c;S2 nomatch,;0;co2c0000338;26171875
73;87;FP1;68;-19806;c;S2 nomatch,;0;co2c0000338;265625
74;87;FP1;69;-19318;c;S2 nomatch,;0;co2c0000338;26953125
