Column1;trial number;sensor position;sample num;sensor value;subject identifier;matching condition;channel;name;time
5;81;FP1;0;-895;c;S2 match;0;co2c0000338;0
6;81;FP1;1;81;c;S2 match;0;co2c0000338;390625
7;81;FP1;2;-407;c;S2 match;0;co2c0000338;78125
8;81;FP1;3;-1383;c;S2 match;0;co2c0000338;1171875
9;81;FP1;4;-1872;c;S2 match;0;co2c0000338;15625
10;81;FP1;5;-895;c;S2 match;0;co2c0000338;1953125
11;81;FP1;6;1546;c;S2 match;0;co2c0000338;234375
12;81;FP1;7;3988;c;S2 match;0;co2c0000338;2734375
13;81;FP1;8;4964;c;S2 match;0;co2c0000338;3125
14;81;FP1;9;4476;c;S2 match;0;co2c0000338;3515625
15;81;FP1;10;2035;c;S2 match;0;co2c0000338;390625
16;81;FP1;11;-407;c;S2 match;0;co2c0000338;4296875
17;81;FP1;12;-895;c;S2 match;0;co2c0000338;46875
18;81;FP1;13;81;c;S2 match;0;co2c0000338;5078125
19;81;FP1;14;1546;c;S2 match;0;co2c0000338;546875
20;81;FP1;15;2035;c;S2 match;0;co2c0000338;5859375
21;81;FP1;16;2035;c;S2 match;0;co2c0000338;625
22;81;FP1;17;57;c;S2 match;0;co2c0000338;6640625
23;81;FP1;18;57;c;S2 match;0;co2c0000338;703125
24;81;FP1;19;1546;c;S2 match;0;co2c0000338;7421875
25;81;FP1;20;3499;c;S2 match;0;co2c0000338;78125
26;81;FP1;21;4476;c;S2 match;0;co2c0000338;8203125
27;81;FP1;22;4476;c;S2 match;0;co2c0000338;859375
28;81;FP1;23;2035;c;S2 match;0;co2c0000338;8984375
29;81;FP1;24;-407;c;S2 match;0;co2c0000338;9375
30;81;FP1;25;-895;c;S2 match;0;co2c0000338;9765625
31;81;FP1;26;57;c;S2 match;0;co2c0000338;1015625
32;81;FP1;27;3499;c;S2 match;0;co2c0000338;10546875
33;81;FP1;28;5941;c;S2 match;0;co2c0000338;109375
34;81;FP1;29;5941;c;S2 match;0;co2c0000338;11328125
35;81;FP1;30;3499;c;S2 match;0;co2c0000338;1171875
36;81;FP1;31;1058;c;S2 match;0;co2c0000338;12109375
37;81;FP1;32;81;c;S2 match;0;co2c0000338;125
38;81;FP1;33;1546;c;S2 match;0;co2c0000338;12890625
39;81;FP1;34;3988;c;S2 match;0;co2c0000338;1328125
40;81;FP1;35;4964;c;S2 match;0;co2c0000338;13671875
41;81;FP1;36;3499;c;S2 match;0;co2c0000338;140625
42;81;FP1;37;81;c;S2 match;0;co2c0000338;14453125
43;81;FP1;38;-3337;c;S2 match;0;co2c0000338;1484375
44;81;FP1;39;-4313;c;S2 match;0;co2c0000338;15234375
45;81;FP1;40;-2848;c;S2 match;0;co2c0000338;15625
46;81;FP1;41;81;c;S2 match;0;co2c0000338;16015625
47;81;FP1;42;2523;c;S2 match;0;co2c0000338;1640625
48;81;FP1;43;3011;c;S2 match;0;co2c0000338;16796875
49;81;FP1;44;1058;c;S2 match;0;co2c0000338;171875
50;81;FP1;45;-895;c;S2 match;0;co2c0000338;17578125
51;81;FP1;46;-1872;c;S2 match;0;co2c0000338;1796875
52;81;FP1;47;-1872;c;S2 match;0;co2c0000338;18359375
53;81;FP1;48;-895;c;S2 match;0;co2c0000338;1875
54;81;FP1;49;1058;c;S2 match;0;co2c0000338;19140625
55;81;FP1;50;3499;c;S2 match;0;co2c0000338;1953125
56;81;FP1;51;5941;c;S2 match;0;co2c0000338;19921875
57;81;FP1;52;7406;c;S2 match;0;co2c0000338;203125
58;81;FP1;53;7894;c;S2 match;0;co2c0000338;20703125
59;81;FP1;54;6917;c;S2 match;0;co2c0000338;2109375
60;81;FP1;55;4476;c;S2 match;0;co2c0000338;21484375
61;81;FP1;56;3011;c;S2 match;0;co2c0000338;21875
62;81;FP1;57;1058;c;S2 match;0;co2c0000338;22265625
63;81;FP1;58;-407;c;S2 match;0;co2c0000338;2265625
64;81;FP1;59;-2848;c;S2 match;0;co2c0000338;23046875
65;81;FP1;60;-4801;c;S2 match;0;co2c0000338;234375
66;81;FP1;61;-6266;c;S2 match;0;co2c0000338;23828125
67;81;FP1;62;-6266;c;S2 match;0;co2c0000338;2421875
68;81;FP1;63;-4313;c;S2 match;0;co2c0000338;24609375
69;81;FP1;64;-1872;c;S2 match;0;co2c0000338;25
70;81;FP1;65;81;c;S2 match;0;co2c0000338;25390625
71;81;FP1;66;57;c;S2 match;0;co2c0000338;2578125
72;81;FP1;67;81;c;S2 match;0;co2c0000338;26171875
73;81;FP1;68;-895;c;S2 match;0;co2c0000338;265625
74;81;FP1;69;-1383;c;S2 match;0;co2c0000338;26953125
75;81;FP1;70;-1872;c;S2 match;0;co2c0000338;2734375
76;81;FP1;71;-1872;c;S2 match;0;co2c0000338;27734375
77;81;FP1;72;-1872;c;S2 match;0;co2c0000338;28125
78;81;FP1;73;-2848;c;S2 match;0;co2c0000338;28515625
79;81;FP1;74;-3825;c;S2 match;0;co2c0000338;2890625
80;81;FP1;75;-4801;c;S2 match;0;co2c0000338;29296875
81;81;FP1;76;-4801;c;S2 match;0;co2c0000338;296875
82;81;FP1;77;-4313;c;S2 match;0;co2c0000338;30078125
